chapter,questions,label
284,worm parapodia serve what function?,1
284,which best describes the digestive tract of an annelid?,1
284,which describes the segmented worm circulatory system?,1
284,which worms have a body cavity?,1
284,what is the nervous system?,0
284,which of the following is true about a segmented worm?,0
284,which of the following is true about flatworms?,0
284,what type of worm has a digestive tract?,0
284,which of the following is a segmented worm?,0
284,which of the following is a type of worm?,0
284,what is the role of the hydroskeleton?,0
284,which of the following is true about worms?,0
285,most sex-linked genes are ___________.,1
285,a couple's first five children could all be boys.,0
285,what is the sex of a child if it inherits an x,0
286,which is an example of a ball-and-socket joint?,1
286,what type of joint allows you to turn the palm of your hand?,1
286,what type of joint allows forward and backward movement?,1
286,where are gliding joints located?,1
286,which of the following is true about movable joints?,0
286,which of the following is a part of your ankles?,0
286,which of the following is true about the bones of the brain?,0
286,what are two examples of hinge joints?,0
286,a gliding joint allows only,0
286,which of the following is an example of a ball-and-socket joint,0
286,a joint is a point at which two or more bones meet.,0
286,"in a ball-and-socket joint, the ball-shaped surface of",0
287,how does skin control body temperature?,1
287,which statement is true about the epidermis?,1
287,how does skin act as a sun block?,1
287,which statement is true about the outermost layers of skin?,1
287,"how does skin release excess water and get rid of wastes such as ammonia, urea, salts, and sugar.",1
287,"skin is made up of two layers, the",0
287,which of the following is true about the skin?,0
287,what is the process by which sweat evaporates?,0
287,what is the main effect of sweat on skin?,0
287,which of the following is a part of your integumentary system?,0
287,which of the following is a part of the skin?,0
287,how can frequent washing help decrease the amount of sebum on the skin?,0
287,what is the role of adipose in the body?,0
287,which of the following is true about the epidermis?,0
287,what is the purpose of the ipl?,0
288,what muscles are not under voluntary control?,1
288,what muscle pushes food through your intestines?,1
288,what muscle is found only in one place in the body?,1
288,where is smooth muscle located?,1
288,what are the two main proteins in muscle cells?,1
288,what would happen if the muscle was under conscious or voluntary control?,0
288,which of the following is a part of the brains internal contraction?,0
288,what muscles move the body?,0
288,which of the following is a type of tissue found in animals?,0
288,almost all movement in the body is the result of,0
288,which of the following is a protein that forms long filaments?,0
288,what is the main function of your brain?,0
288,how do signals travel through your body?,0
288,which of the following is true about muscles?,0
288,what muscles push materials through the body?,0
289,when is water considered polluted?,1
289,what is a potential contaminant of groundwater.,1
289,which of the following is an example of point source pollution?,1
289,which of the following is an example of nonpoint source pollution?,1
289,what is the primary cause of an algal bloom?,1
289,water is a,0
289,which of the following is a point source of water pollution?,0
289,a buildup of small amounts of contaminants that collect from a large area is,0
289,Contaminants are substances that,0
289,water pollution is a serious issue facing,0
289,examples of untreated sewage include,0
289,water pollution can cause,0
289,what is the process by which water is cleaned?,0
289,which of the following is true about algae?,0
289,Nonpoint source pollution is contamination that does not come from a single point source.,0
290,"if you hold your nose and start chewing a watermelon jellybean, what will it taste like?",1
290,which taste will be associated with citrus fruits?,1
290,which food will have an umami taste?,1
290,regular black coffee without any sweetener would taste __________ to many people.,1
290,what is the difference between a person's taste and a person's taste?,0
290,what is the taste of a grilled fish?,0
290,what are the two senses that provide some of the basic sensations of everyday life?,0
